region,year,capacity
p26163,2015,1.0
p27137,2015,2.3
p29031,2015,2.8
p29157,2015,2.8
p32003,2015,45.18
p32007,2015,47.4
p32017,2015,81.7
p32033,2015,57.12
p34005,2015,8.7
p34009,2015,3.0
p34019,2015,2.5
p34021,2015,4.5
p34025,2015,17.8
p34027,2015,6.8
p34029,2015,8.6
p34035,2015,5.0
p34037,2015,3.7
p34041,2015,3.0
p35009,2015,10.8
p35025,2015,2.9
p35037,2015,19.5
p35059,2015,26.8
p36017,2015,2.9
p36043,2015,2.0
p36049,2015,3.9
p36053,2015,1.0
p36065,2015,1.4
p36071,2015,7.0
p36077,2015,4.0
p36089,2015,1.8
p37001,2015,4.5
p37015,2015,52.2
p37017,2015,25.0
p37019,2015,15.0
p37029,2015,65.0
p37031,2015,75.9
p37037,2015,23.4
p37047,2015,29.8
p37049,2015,15.3
p37051,2015,24.8
p37053,2015,80.0
p37059,2015,2.0
p37061,2015,25.0
p37063,2015,14.9
p37069,2015,5.0
p37071,2015,1.0
p37077,2015,10.0
p37083,2015,15.0
p37085,2015,9.9
p37091,2015,34.0
p37093,2015,4.9
p37097,2015,7.1
p37101,2015,20.0
p37119,2015,9.1
p37123,2015,3.0
p37125,2015,8.0
p37127,2015,5.0
p37129,2015,5.0
p37131,2015,15.2
p37133,2015,15.0
p37135,2015,4.9
p37137,2015,29.8
p37141,2015,25.0
p37143,2015,47.7
p37145,2015,24.6
p37147,2015,5.0
p37151,2015,12.9
p37153,2015,3.5
p37155,2015,14.6
p37157,2015,3.5
p37159,2015,3.8
p37163,2015,10.0
p37169,2015,2.0
p37171,2015,5.8
p37179,2015,5.9
p37181,2015,5.0
p37183,2015,15.0
p37185,2015,10.0
p37187,2015,20.0
p37191,2015,15.0
p37193,2015,1.4
p37195,2015,5.0
p37197,2015,3.8
p39099,2015,2.1
p39155,2015,3.0
p40089,2015,2.5
p41045,2015,5.0
p48071,2015,2.0
p48347,2015,6.7
p48365,2015,30.2
p48419,2015,100.0
p49009,2015,2.2
p49019,2015,139.0
p49037,2015,15.0
p49047,2015,8.9
p50005,2015,2.0
p01005,2016,75.0
p04001,2016,163.16
p04003,2016,36.04
p04011,2016,180.2
p05055,2016,1.0
p06025,2016,625.8
p06027,2016,19.42
p06029,2016,7.8
p06037,2016,9.29
p06051,2016,1.5
p06059,2016,5.9
p06065,2016,1011.99
p06071,2016,713.6
p06073,2016,119.7
p06107,2016,3.5
p06111,2016,1.9
p08017,2016,120.0
p08063,2016,25.8
p08099,2016,40.0
p08115,2016,30.0
p08125,2016,11.0
p09110,2016,3.5
p09130,2016,4.2
p09140,2016,2.0
p09160,2016,1.0
p09180,2016,3.5
p12021,2016,4.6
p12035,2016,5.1
p12061,2016,74.5
p12087,2016,4.9
p12093,2016,3.0
p12095,2016,0.8
p12097,2016,75.9
p12111,2016,74.5
p13029,2016,194.0
p13031,2016,22.2
p13039,2016,48.0
p13127,2016,30.0
p13165,2016,1.0
p13179,2016,60.2
p13191,2016,296.0
p13251,2016,72.5
p13267,2016,0.5
p16019,2016,20.0
p16029,2016,40.0
p16081,2016,60.0
p17159,2016,2.0
p18003,2016,8.0
p18031,2016,2.2
p18113,2016,2.2
p18135,2016,5.2
p18137,2016,8.5
p18139,2016,1.1
p18179,2016,5.0
p19097,2016,1.5
p19163,2016,2.6
p21159,2016,10.0
p22103,2016,1.1
p24017,2016,1.5
p24021,2016,2.1
p24025,2016,2.0
p24029,2016,6.0
p24031,2016,1.4
p24033,2016,1.6
p24039,2016,23.6
p24045,2016,9.0
p25001,2016,20.65
p25013,2016,3.9
p25017,2016,9.2
p25023,2016,5.95
p25027,2016,12.3
p26063,2016,3.0
p26087,2016,1.0
p26125,2016,1.4
p26151,2016,4.6
p26157,2016,0.9
p27001,2016,0.9
p27013,2016,0.9
p27021,2016,3.6
p27031,2016,186.8
p27035,2016,3.6
p27055,2016,9.0
p27059,2016,1.0
p27061,2016,1.8
p27071,2016,9.0
p27075,2016,16.8
p27097,2016,0.9
p27131,2016,4.0
p27137,2016,3.6
p27169,2016,15.0
p27171,2016,0.9
p28103,2016,3.1
p29031,2016,2.8
p29143,2016,3.0
p29155,2016,2.8
p29157,2016,2.8
p31147,2016,6.3
p32003,2016,127.8
p32007,2016,41.8
p32017,2016,285.9
p32033,2016,174.1
p34001,2016,4.5
p34005,2016,10.7
p34007,2016,2.9
p34011,2016,5.3
p34019,2016,2.9
p34023,2016,19.7
p34027,2016,10.5
p34029,2016,16.4
p34037,2016,8.1
p34039,2016,7.5
p34041,2016,2.7
p35037,2016,24.4
p35041,2016,140.0
p36025,2016,2.0
p36043,2016,10.0
p36045,2016,2.0
p36065,2016,2.0
p36089,2016,9.7
p36111,2016,4.0
p36115,2016,9.5
p37001,2016,9.6
p37007,2016,5.0
p37013,2016,31.0
p37015,2016,10.4
p37017,2016,10.0
p37019,2016,25.0
p37031,2016,6.5
p37033,2016,8.5
p37037,2016,17.9
p37047,2016,15.0
p37049,2016,37.1
p37051,2016,9.9
p37057,2016,2.0
p37059,2016,2.0
p37061,2016,10.0
p37063,2016,9.9
p37069,2016,15.0
p37073,2016,20.0
p37077,2016,15.0
p37079,2016,10.0
p37081,2016,10.0
p37083,2016,5.0
p37085,2016,14.8
p37091,2016,5.0
p37093,2016,4.9
p37095,2016,169.3
p37101,2016,10.0
p37103,2016,5.0
p37105,2016,4.9
p37119,2016,2.0
p37125,2016,3.6
p37127,2016,5.0
p37129,2016,5.0
p37131,2016,5.0
p37133,2016,10.0
p37135,2016,4.9
p37141,2016,15.0
p37145,2016,4.9
p37147,2016,5.0
p37151,2016,7.1
p37155,2016,24.5
p37157,2016,9.4
p37159,2016,2.0
p37163,2016,30.0
p37165,2016,4.0
p37169,2016,6.0
p37177,2016,74.8
p37183,2016,10.0
p37185,2016,20.0
p37191,2016,5.0
p37195,2016,15.0
p39007,2016,4.5
p41001,2016,23.4
p41045,2016,30.3
p41063,2016,27.3
p42045,2016,2.0
p42091,2016,3.0
p45033,2016,6.8
p45067,2016,10.0
p46099,2016,1.0
p47019,2016,8.0
p47163,2016,16.0
p48005,2016,1.0
p48203,2016,100.0
p48315,2016,157.5
p48365,2016,5.0
p49009,2016,3.0
p49019,2016,163.0
p49037,2016,453.4
p49047,2016,70.0
p50005,2016,3.9
p50009,2016,17.0
p50019,2016,1.0
p50023,2016,1.8
p50027,2016,1.0
p51057,2016,17.0
p51093,2016,20.0
p51103,2016,80.0
p51149,2016,2.0
p51175,2016,20.0
p55117,2016,1.21
p55133,2016,0.89
p01005,2017,7.4
p01069,2017,10.6
p01113,2017,79.2
p04001,2017,37.0
p04003,2017,46.4
p04011,2017,20.0
p05021,2017,5.0
p05055,2017,1.0
p06019,2017,0.9
p06025,2017,96.26
p06027,2017,77.5
p06029,2017,1.7
p06037,2017,1.1
p06051,2017,1.5
p06059,2017,2.3
p06065,2017,80.74
p06071,2017,586.99
p06073,2017,27.2
p06107,2017,3.0
p08009,2017,6.7
p08017,2017,5.1
p08061,2017,1.5
p08063,2017,19.1
p08095,2017,1.5
p08099,2017,1.2
p08115,2017,3.5
p08125,2017,1.5
p09110,2017,2.0
p09130,2017,3.3
p09160,2017,1.0
p09170,2017,1.2
p09180,2017,3.5
p10005,2017,1.2
p12035,2017,3.0
p12043,2017,4.1
p12051,2017,19.8
p12093,2017,4.8
p12095,2017,30.0
p12097,2017,7.1
p12117,2017,5.0
p12127,2017,118.8
p13025,2017,2.0
p13043,2017,0.2
p13049,2017,1.2
p13165,2017,2.0
p13183,2017,3.0
p13251,2017,2.9
p13305,2017,3.1
p16007,2017,40.0
p16019,2017,20.0
p16029,2017,20.0
p16043,2017,40.0
p18003,2017,5.0
p18009,2017,5.0
p18029,2017,17.0
p18137,2017,4.38
p18179,2017,3.72
p18183,2017,1.1
p19045,2017,1.3
p19097,2017,3.4
p20011,2017,1.0
p20037,2017,2.0
p21127,2017,2.0
p21195,2017,13.2
p23003,2017,5.6
p23029,2017,9.9
p24013,2017,2.6
p24017,2017,1.4
p24021,2017,1.0
p25001,2017,6.5
p25003,2017,9.1
p25005,2017,5.0
p25013,2017,11.0
p25015,2017,3.8
p25017,2017,23.7
p25021,2017,4.9
p25023,2017,5.8
p25027,2017,21.2
p26063,2017,19.6
p26087,2017,1.0
p26099,2017,2.0
p26147,2017,28.4
p26151,2017,10.5
p27001,2017,5.9
p27009,2017,2.7
p27013,2017,4.5
p27017,2017,2.0
p27019,2017,3.6
p27021,2017,5.4
p27031,2017,67.3
p27035,2017,5.4
p27039,2017,1.0
p27043,2017,3.6
p27045,2017,5.0
p27053,2017,4.0
p27055,2017,15.0
p27059,2017,2.0
p27061,2017,3.6
p27065,2017,1.0
p27071,2017,7.2
p27075,2017,59.5
p27079,2017,0.9
p27095,2017,4.0
p27097,2017,1.8
p27103,2017,0.9
p27109,2017,2.0
p27115,2017,2.0
p27137,2017,24.98
p27141,2017,2.7
p27157,2017,3.0
p27161,2017,2.0
p27169,2017,5.62
p27171,2017,2.8
p28087,2017,154.0
p28103,2017,3.5
p29143,2017,10.9
p29201,2017,7.5
p30011,2017,3.0
p30025,2017,3.0
p30085,2017,6.0
p30109,2017,5.0
p31147,2017,9.4
p32007,2017,64.78
p32017,2017,267.32
p32033,2017,150.0
p34003,2017,13.0
p34027,2017,8.3
p34029,2017,8.8
p34037,2017,5.0
p34039,2017,8.8
p35009,2017,10.0
p35025,2017,30.0
p35041,2017,5.0
p36017,2017,1.2
p36021,2017,9.0
p36025,2017,2.0
p36041,2017,2.0
p36045,2017,1.0
p36049,2017,9.8
p36053,2017,1.3
p36065,2017,7.1
p36089,2017,12.7
p37007,2017,2.0
p37013,2017,82.6
p37015,2017,14.2
p37019,2017,20.0
p37025,2017,5.9
p37029,2017,80.58
p37031,2017,59.51
p37037,2017,4.9
p37047,2017,9.9
p37049,2017,25.0
p37051,2017,4.9
p37055,2017,16.92
p37057,2017,2.0
p37059,2017,2.0
p37061,2017,15.0
p37065,2017,20.0
p37067,2017,2.0
p37069,2017,15.0
p37073,2017,82.0
p37079,2017,5.0
p37083,2017,10.0
p37085,2017,4.9
p37091,2017,9.0
p37093,2017,4.9
p37095,2017,85.0
p37097,2017,3.8
p37101,2017,5.0
p37103,2017,15.0
p37107,2017,5.0
p37117,2017,8.6
p37139,2017,193.4
p37141,2017,5.0
p37143,2017,54.6
p37147,2017,5.0
p37153,2017,7.1
p37155,2017,9.8
p37163,2017,5.0
p37167,2017,2.0
p37169,2017,2.0
p37171,2017,1.9
p37177,2017,10.89
p37179,2017,2.0
p37181,2017,5.0
p37183,2017,25.0
p37185,2017,5.0
p37187,2017,33.8
p37191,2017,5.0
p39013,2017,3.0
p39067,2017,1.9
p39099,2017,20.0
p40079,2017,9.0
p40089,2017,9.0
p41001,2017,2.2
p41045,2017,56.2
p41063,2017,65.9
p45015,2017,8.4
p45019,2017,5.0
p45033,2017,16.22
p45041,2017,3.4
p45043,2017,64.18
p45051,2017,71.4
p45067,2017,40.0
p45069,2017,12.3
p45089,2017,15.4
p47019,2017,16.0
p48037,2017,129.6
p48067,2017,175.9
p48199,2017,3.0
p48203,2017,15.8
p48291,2017,10.0
p48315,2017,55.9
p48347,2017,101.5
p48365,2017,5.0
p48401,2017,5.0
p48405,2017,150.0
p48457,2017,15.4
p49047,2017,1.3
p50009,2017,7.2
p50023,2017,1.3
p51041,2017,2.5
p51057,2017,40.0
p51059,2017,3.0
p51093,2017,20.0
p51097,2017,5.0
p51099,2017,2.1
p51101,2017,5.0
p51127,2017,10.0
p51175,2017,37.6
p51193,2017,20.0
p51620,2017,19.8
p51800,2017,20.0
p51810,2017,103.6
p55009,2017,3.0
p55037,2017,1.0
p55075,2017,6.2
p55083,2017,3.1
p55131,2017,2.0
p01081,2018,14.7
p04001,2018,79.3
p04003,2018,1.0
p05031,2018,2.0
p05035,2018,1.0
p05093,2018,81.0
p06019,2018,1.0
p06025,2018,249.5
p06027,2018,19.59
p06029,2018,7.6
p06037,2018,8.1
p06051,2018,1.8
p06059,2018,1.6
p06065,2018,218.78
p06071,2018,431.54
p06073,2018,6.0
p06107,2018,3.3
p06111,2018,1.0
p08009,2018,5.5
p08061,2018,1.5
p08063,2018,3.0
p08095,2018,50.0
p08099,2018,4.5
p08115,2018,3.0
p08125,2018,3.0
p09110,2018,4.7
p09120,2018,2.0
p09140,2018,2.0
p09150,2018,20.0
p09160,2018,5.0
p09170,2018,2.1
p09180,2018,20.0
p09190,2018,0.5
p10001,2018,2.6
p12011,2018,74.5
p12021,2018,77.6
p12043,2018,81.41
p12051,2018,21.75
p12085,2018,74.9
p12087,2018,52.75
p12093,2018,141.99
p12097,2018,279.7
p12127,2018,74.5
p13025,2018,1.9
p13031,2018,3.0
p13033,2018,1.4
p13109,2018,2.2
p13127,2018,31.2
p13305,2018,2.3
p18041,2018,7.4
p18137,2018,2.0
p18151,2018,3.8
p18179,2018,4.0
p24003,2018,2.0
p24017,2018,1.6
p24019,2018,2.3
p24031,2018,2.3
p24033,2018,1.7
p24039,2018,16.0
p24047,2018,75.0
p25001,2018,6.9
p25003,2018,6.1
p25011,2018,7.6
p25015,2018,3.3
p25017,2018,4.5
p25021,2018,4.8
p25023,2018,10.0
p25027,2018,12.1
p26063,2018,1.0
p26099,2018,7.7
p26147,2018,15.2
p26163,2018,1.3
p27001,2018,1.9
p27003,2018,2.0
p27009,2018,1.8
p27017,2018,1.0
p27019,2018,1.0
p27021,2018,4.5
p27025,2018,2.0
p27031,2018,21.6
p27035,2018,1.6
p27037,2018,4.0
p27039,2018,4.0
p27045,2018,7.9
p27047,2018,5.0
p27049,2018,5.0
p27053,2018,3.0
p27055,2018,10.0
p27061,2018,7.4
p27065,2018,1.0
p27071,2018,8.7
p27075,2018,49.9
p27079,2018,3.0
p27097,2018,2.3
p27099,2018,6.0
p27109,2018,3.0
p27115,2018,9.0
p27137,2018,46.3
p27139,2018,1.0
p27147,2018,1.0
p27157,2018,3.1
p27161,2018,1.0
p27163,2018,1.0
p27169,2018,4.8
p27171,2018,3.6
p29031,2018,2.5
p29133,2018,4.4
p29143,2018,4.1
p29201,2018,2.5
p31127,2018,1.3
p31147,2018,1.0
p32007,2018,20.0
p32017,2018,1.4
p32033,2018,1.7
p34011,2018,5.0
p34013,2018,10.0
p34015,2018,2.7
p34019,2018,7.2
p34021,2018,3.7
p34023,2018,8.4
p34027,2018,8.8
p34029,2018,26.3
p35025,2018,5.0
p35037,2018,8.0
p35041,2018,5.0
p35059,2018,21.0
p36017,2018,5.0
p36025,2018,8.0
p36031,2018,7.7
p36041,2018,4.0
p36043,2018,12.0
p36045,2018,5.6
p36049,2018,11.0
p36053,2018,2.0
p36065,2018,7.8
p36071,2018,4.0
p36077,2018,4.0
p36089,2018,35.6
p36103,2018,24.9
p36105,2018,6.0
p37001,2018,14.0
p37017,2018,5.0
p37019,2018,10.0
p37025,2018,2.0
p37029,2018,121.17
p37031,2018,37.13
p37033,2018,14.6
p37037,2018,9.8
p37047,2018,15.0
p37051,2018,5.0
p37053,2018,80.34
p37055,2018,19.56
p37057,2018,2.0
p37059,2018,2.0
p37065,2018,10.0
p37067,2018,4.0
p37069,2018,5.0
p37083,2018,10.0
p37085,2018,5.0
p37091,2018,5.3
p37093,2018,4.9
p37095,2018,127.0
p37101,2018,10.0
p37105,2018,4.9
p37109,2018,1.3
p37117,2018,11.0
p37119,2018,1.6
p37123,2018,3.0
p37125,2018,4.5
p37127,2018,5.0
p37131,2018,5.0
p37151,2018,7.2
p37153,2018,3.4
p37155,2018,9.7
p37159,2018,2.0
p37163,2018,5.0
p37165,2018,9.0
p37167,2018,2.0
p37179,2018,2.0
p37183,2018,10.0
p37185,2018,5.0
p37187,2018,100.2
p37191,2018,10.0
p37197,2018,5.9
p39013,2018,1.6
p39019,2018,1.0
p39029,2018,3.7
p39067,2018,1.8
p39111,2018,6.0
p40079,2018,10.0
p41001,2018,12.2
p41045,2018,38.1
p41063,2018,36.0
p42089,2018,3.0
p42127,2018,1.5
p45015,2018,4.0
p45019,2018,2.0
p45031,2018,2.0
p45033,2018,10.2
p45041,2018,13.1
p45043,2018,8.0
p45067,2018,39.0
p45089,2018,12.1
p47019,2018,15.0
p47059,2018,1.6
p47091,2018,53.0
p47163,2018,15.0
p47179,2018,4.4
p48037,2018,202.0
p48067,2018,60.0
p48071,2018,20.0
p48199,2018,2.6
p48203,2018,154.0
p48245,2018,182.0
p48365,2018,30.0
p48401,2018,10.0
p49037,2018,2.0
p50005,2018,2.1
p50009,2018,26.7
p51036,2018,32.0
p51181,2018,20.0
p51183,2018,6.0
p53051,2018,19.2
p55037,2018,1.0
p55083,2018,2.5
p56015,2018,92.0
p04001,2019,29.8
p04003,2019,2.4
p05035,2019,3.2
p06025,2019,120.2
p06027,2019,22.4
p06029,2019,4.8
p06051,2019,4.8
p06065,2019,582.73
p06071,2019,221.67
p06073,2019,6.0
p08009,2019,3.0
p08017,2019,3.0
p08061,2019,2.5
p08063,2019,35.0
p08095,2019,1.6
p08099,2019,6.2
p08115,2019,1.5
p08125,2019,17.2
p09150,2019,36.9
p09160,2019,3.0
p09190,2019,2.5
p10005,2019,3.0
p11001,2019,5.9
p12009,2019,74.5
p12043,2019,37.5
p12051,2019,155.6
p12061,2019,74.5
p12086,2019,14.89
p12095,2019,42.0
p12097,2019,55.4
p12099,2019,209.01
p12111,2019,74.5
p13029,2019,40.0
p13031,2019,4.2
p13033,2019,6.3
p13051,2019,150.0
p13103,2019,222.5
p13109,2019,4.7
p13127,2019,3.6
p13165,2019,2.2
p13183,2019,5.0
